88.06654276;98.01451622;111.0821475;122.4670657;40.03350578;34.9820176
89.68260115;112.1851372;84.22267709;105.7080342;42.90393473;39.84436272
109.1572019;82.57517291;117.5985406;97.76184723;39.25007614;36.70432771
84.21471901;106.2858817;100.7269932;89.40106707;44.74110493;43.88984517
96.59502237;108.8950856;104.5700972;96.38430381;39.39102054;39.96190127
96.41531758;87.98193701;96.38184818;93.3749109;39.334309;41.33802132
106.1799824;90.67749741;102.8235263;94.83736701;40.08614279;39.70675162
109.6110853;89.01207618;115.8012426;104.8694005;37.8424421;42.14518423
99.72725391;112.4830194;72.92288754;114.4050773;37.81407496;36.59920832
93.06201062;81.89332473;114.059674;99.62392394;41.17949639;32.26165528
103.6901156;101.6836225;92.19458005;103.8816097;34.74692231;41.03514139
107.118183;124.3944669;105.8854084;98.37222049;41.13896931;39.81802375
102.2467816;106.8758482;96.38021109;108.7797844;36.34687811;41.4172474
99.08264954;101.8709216;93.21976247;82.86448317;41.74756224;41.73141871
91.09468263;106.1698074;76.91957105;97.99188117;50.41567884;42.84057933
121.769938;108.3211035;104.4329568;88.75236997;40.54466454;38.83934379
119.8686394;111.187376;87.10636646;102.5333179;38.05189873;41.02912963
94.47913979;109.2541995;96.26891167;84.16933522;31.15265382;48.45735485
100.1771014;103.4057848;111.6951924;102.5538611;44.13895577;37.36404789
101.6177069;93.88378455;113.4471975;101.7340767;40.32455318;36.4296785
108.1535518;92.32361461;83.60640348;99.23311407;38.6574494;34.55463694
92.71425395;90.1344836;96.7712256;93.94086672;40.45029992;41.05319032
112.5516635;108.7416083;125.5895429;95.66305178;43.57123099;39.6060069
87.7064738;99.64688868;99.98508429;106.1060746;44.536696;40.36448455
