88.63786459;99.27454155;87.51698058;90.56585693;45.17648004;43.69511326
104.2639499;108.0378413;85.64226189;96.23526037;40.41583007;38.66618509
93.92523478;94.06174993;98.41793397;101.6975946;35.99765033;43.11346412
98.22863401;95.03650088;86.59802714;100.5545189;30.67309545;38.15768206
94.85571607;82.39063643;89.930825;103.5072958;31.96475983;41.26832219
107.4321633;113.9091753;100.2964725;86.32642928;38.67168299;30.75902451
98.15476031;95.43754257;82.96657395;103.2505454;38.55861461;37.85481577
91.83789896;94.75151071;101.6727654;100.2941761;41.57940121;37.02511559
108.6156206;115.6043825;107.3417141;92.82849785;41.11731879;39.95027792
100.5353627;99.17479272;88.73649929;98.51701205;36.69271347;35.421731
105.4772499;100.232194;91.25839167;105.6370482;37.73441232;38.01529157
99.28451189;103.4447226;86.75043571;102.4891051;38.91541847;36.39995622
107.6220658;103.9344513;108.0642849;102.0135758;41.66578502;37.45425157
103.0848469;105.9903414;110.2047125;95.5138037;35.10595444;44.41143129
98.07378117;108.9246669;92.00646243;120.1460352;39.49082849;39.15862645
94.65999281;99.95907274;112.7216481;106.715868;33.89809091;44.05980245
96.07381369;105.0858716;116.2144261;103.6950269;42.43911018;42.21725713
104.3781711;94.85135049;102.7909095;101.2906639;39.11069608;37.05328264
90.85673608;95.43074409;88.80261955;100.1250783;45.64450602;36.01175659
117.7369657;98.97966063;84.36192072;97.31868456;43.00401553;41.75530658
93.47367066;106.7293058;99.22928282;112.890132;34.41693944;34.85586159
107.7815798;93.52942268;80.97691787;116.2601737;35.48188498;42.80760105
100.2191882;96.23607891;94.39878593;98.36446705;37.91779373;35.16683602
101.9324602;102.4339101;88.27292984;101.3091721;41.65211532;41.62681772
